,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
23423,Cholera,Mono,2001,Female,0,6031,0.0,0.0,61.147
75633,Listeriosis,Mendocino,2007,Female,0,43887,0.0,0.0,8.405
41797,Diphtheria,Yuba,2009,Female,0,35623,0.0,0.0,10.355
109941,Shiga Toxin Positive Feces (without culture confirmation),Yuba,2014,Male,0,36922,0.0,0.0,9.991
27530,Coccidioidomycosis,Colusa,2005,Male,1,10493,9.53,0.24100000000000002,53.086999999999996
80826,Malaria,Nevada,2010,Male,1,48772,2.05,0.052000000000000005,11.423
72878,Leptospirosis,Kern,2014,Male,0,452066,0.0,0.0,0.816
110921,Shigellosis,Mendocino,2006,Male,2,43690,4.578,0.5539999999999999,16.535
102065,Relapsing Fever,Santa Clara,2003,Male,2,855738,0.23399999999999999,0.027999999999999997,0.8440000000000001
42976,E. coli O157,Mono,2012,Female,0,6801,0.0,0.0,54.226000000000006
19026,Campylobacteriosis,San Francisco,2007,Male,171,401556,42.583999999999996,36.442,49.465
52813,Gonorrhea,Shasta,2007,Female,10,89554,11.165999999999999,5.355,20.535
61479,HIV,Colusa,2010,Female,0,10435,0.0,0.0,35.345
135553,Typhus Fever,Solano,2005,Female,0,204855,0.0,0.0,1.801
5870,Babesiosis,Marin,2008,Male,0,123447,0.0,0.0,2.988
14165,"Botulism, Wound",San Luis Obispo,2007,Female,0,128800,0.0,0.0,2.864
140020,Yersiniosis,Lake,2003,Female,0,31191,0.0,0.0,11.825999999999999
3441,Anaplasmosis and Ehrlichiosis,Mariposa,2012,Male,0,9094,0.0,0.0,40.556
65304,Invasive Meningococcal Disease,Humboldt,2014,Female,0,66722,0.0,0.0,5.529
93383,Psittacosis,Glenn,2013,Male,0,14463,0.0,0.0,25.502
20618,Chlamydia,Lake,2010,Male,43,32441,132.546,95.94200000000001,178.50099999999998
131476,"Typhoid Fever, case",Fresno,2013,Male,0,478490,0.0,0.0,0.7709999999999999
46390,Early Syphilis,Fresno,2010,Male,15,465785,3.22,1.8019999999999998,5.311
58805,Hepatitis A,San Diego,2013,Female,23,1576787,1.459,0.925,2.189
102641,Relapsing Fever,Ventura,2008,Male,0,403799,0.0,0.0,0.914
86701,Paralytic Shellfish Poisoning,Orange,2010,Female,0,1524864,0.0,0.0,0.242
76760,Listeriosis,Stanislaus,2005,Female,0,252209,0.0,0.0,1.463
63536,HIV,Tuolumne,2010,Female,0,25918,0.0,0.0,14.232000000000001
104543,Salmonellosis,Mariposa,2009,Female,0,9007,0.0,0.0,40.946999999999996
99046,"Rabies, human",Orange,2005,Female,0,1491828,0.0,0.0,0.247
62002,HIV,Los Angeles,2004,Male,1846,4846619,38.088,36.371,39.866
105676,Salmonellosis,Sonoma,2007,Male,28,232651,12.035,7.997000000000001,17.394000000000002
107086,Scombroid Fish Poisoning,Modoc,2002,Female,0,4651,0.0,0.0,79.282
48275,Early Syphilis,Tuolumne,2008,Male,0,29645,0.0,0.0,12.443
8461,"Botulism, Foodborne",Merced,2002,Female,0,111411,0.0,0.0,3.3110000000000004
4659,Anaplasmosis and Ehrlichiosis,Sutter,2011,Female,0,47704,0.0,0.0,7.733
65504,Invasive Meningococcal Disease,Lake,2010,Male,0,32441,0.0,0.0,11.37
71419,Leprosy,San Luis Obispo,2004,Female,0,125898,0.0,0.0,2.93
54564,Hantavirus Infection,Monterey,2014,Male,0,218888,0.0,0.0,1.685
40386,Diphtheria,Modoc,2002,Male,0,4749,0.0,0.0,77.64699999999999
64707,Influenza Death (<65 years of age),Yolo,2009,Female,2,102303,1.955,0.237,7.062
56259,Hemolytic Uremic Syndrome,El Dorado,2004,Female,0,85200,0.0,0.0,4.33
86186,Paralytic Shellfish Poisoning,Lassen,2006,Male,0,22389,0.0,0.0,16.475
70739,Leprosy,Mendocino,2004,Female,0,44205,0.0,0.0,8.345
27156,Ciguatera Fish Poisoning,Ventura,2007,Female,0,404979,0.0,0.0,0.9109999999999999
136656,Varicella Hospitalizations,Santa Cruz,2011,Female,0,132997,0.0,0.0,2.7739999999999996
89443,Pertussis,San Bernardino,2004,Male,13,945729,1.375,0.732,2.351
88785,Pertussis,Marin,2007,Male,8,122743,6.518,2.8139999999999996,12.842
75061,Listeriosis,El Dorado,2002,Male,0,82314,0.0,0.0,4.481
126833,Tuberculosis,Lassen,2002,Male,0,21419,0.0,0.0,17.221
86347,Paralytic Shellfish Poisoning,Mariposa,2004,Female,0,8791,0.0,0.0,41.953
109584,Shiga Toxin Positive Feces (without culture confirmation),Santa Cruz,2008,Male,1,129680,0.7709999999999999,0.02,4.296
87382,Paralytic Shellfish Poisoning,Siskiyou,2002,Female,0,22503,0.0,0.0,16.391
30390,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Mono,2011,Female,0,6745,0.0,0.0,54.676
134553,Typhus Fever,Merced,2013,Male,0,132142,0.0,0.0,2.792
33127,Cryptosporidiosis,Shasta,2014,Male,2,87901,2.275,0.276,8.219
89698,Pertussis,Santa Barbara,2005,Female,14,205279,6.82,3.7289999999999996,11.443
51829,Gonorrhea,Mariposa,2002,Male,1,8900,11.235999999999999,0.284,62.586999999999996
94929,Psittacosis,Sonoma,2004,Male,0,231042,0.0,0.0,1.597
6940,Babesiosis,Sierra,2014,Male,0,1556,0.0,0.0,236.794
41134,Diphtheria,Santa Barbara,2012,Female,0,211798,0.0,0.0,1.742
117354,Streptococcal Infection (cases in food and dairy workers),Monterey,2013,Female,0,205791,0.0,0.0,1.7930000000000001
81455,Malaria,Santa Cruz,2008,Male,2,129680,1.5419999999999998,0.187,5.571000000000001
32442,Cryptosporidiosis,Nevada,2011,Female,0,49830,0.0,0.0,7.403
102022,Relapsing Fever,Santa Barbara,2003,Female,0,204367,0.0,0.0,1.805
45701,E. coli Other STEC (non-O157),Stanislaus,2007,Female,0,257228,0.0,0.0,1.4340000000000002
35473,Cysticercosis or Taeniasis,Modoc,2012,Female,0,4735,0.0,0.0,77.876
10937,"Botulism, Other",Mariposa,2013,Male,0,9054,0.0,0.0,40.735
31515,Cryptosporidiosis,Contra Costa,2011,Female,4,543641,0.736,0.2,1.8840000000000001
136521,Varicella Hospitalizations,San Benito,2011,Female,0,27980,0.0,0.0,13.183
110275,Shigellosis,Del Norte,2001,Male,0,15165,0.0,0.0,24.322
39115,Dengue,Trinity,2013,Female,0,6557,0.0,0.0,56.243
71820,Leprosy,Sonoma,2012,Female,0,247993,0.0,0.0,1.4869999999999999
73652,Leptospirosis,Riverside,2010,Female,0,1101193,0.0,0.0,0.335
113909,Spotted Fever Rickettsiosis,San Benito,2001,Female,0,27085,0.0,0.0,13.619000000000002
43333,E. coli O157,San Benito,2002,Female,0,27350,0.0,0.0,13.487
38222,Dengue,Plumas,2009,Male,0,10027,0.0,0.0,36.783
42421,E. coli O157,Imperial,2009,Female,0,84166,0.0,0.0,4.383
17212,Brucellosis,Tulare,2006,Female,0,207930,0.0,0.0,1.774
85738,Paralytic Shellfish Poisoning,Contra Costa,2014,Male,0,534708,0.0,0.0,0.69
12592,"Botulism, Wound",Alpine,2007,Female,0,599,0.0,0.0,613.947
134997,Typhus Fever,San Benito,2007,Male,0,27583,0.0,0.0,13.373
4858,Anaplasmosis and Ehrlichiosis,Ventura,2007,Male,0,400932,0.0,0.0,0.92
82339,Measles,Contra Costa,2003,Female,0,507028,0.0,0.0,0.728
28661,Coccidioidomycosis,Riverside,2003,Female,5,890269,0.562,0.182,1.311
89869,Pertussis,Sierra,2006,Female,0,1689,0.0,0.0,218.168
73517,Leptospirosis,Orange,2007,Female,0,1496600,0.0,0.0,0.24600000000000002
16969,Brucellosis,Solano,2003,Female,0,203877,0.0,0.0,1.8090000000000002
11318,"Botulism, Other",Plumas,2001,Female,0,10343,0.0,0.0,35.659
37820,Dengue,Mendocino,2002,Male,0,43667,0.0,0.0,8.447000000000001
53535,Hantavirus Infection,Amador,2002,Male,0,20119,0.0,0.0,18.334
90599,"Plague, human",Butte,2004,Male,0,104466,0.0,0.0,3.531
74775,Listeriosis,Alpine,2005,Female,0,580,0.0,0.0,633.995
112007,Shigellosis,Solano,2009,Female,5,206166,2.425,0.787,5.66
104027,Salmonellosis,El Dorado,2007,Female,14,88622,15.797,8.637,26.504
109424,Shiga Toxin Positive Feces (without culture confirmation),San Diego,2011,Male,1,1574325,0.064,0.002,0.354
35407,Cysticercosis or Taeniasis,Merced,2004,Male,0,117878,0.0,0.0,3.1289999999999996
125378,Trichinosis,Santa Barbara,2007,Male,0,209118,0.0,0.0,1.764
14255,"Botulism, Wound",Santa Barbara,2009,Female,0,210296,0.0,0.0,1.754
3554,Anaplasmosis and Ehrlichiosis,Modoc,2007,Male,0,4846,0.0,0.0,76.093
65685,Invasive Meningococcal Disease,Marin,2014,Female,0,131733,0.0,0.0,2.8
118255,Streptococcal Infection (cases in food and dairy workers),Sonoma,2004,Female,0,238891,0.0,0.0,1.544
108344,Scombroid Fish Poisoning,Tulare,2014,Male,0,230084,0.0,0.0,1.6030000000000002
10619,"Botulism, Other",Kern,2005,Male,0,392688,0.0,0.0,0.9390000000000001
11764,"Botulism, Other",Santa Barbara,2009,Male,0,212127,0.0,0.0,1.739
76296,Listeriosis,San Joaquin,2005,Female,0,326957,0.0,0.0,1.128
93668,Psittacosis,Lassen,2010,Male,0,22516,0.0,0.0,16.382
65211,Invasive Meningococcal Disease,Fresno,2011,Female,1,469845,0.213,0.005,1.186
7613,"Botulism, Foodborne",Amador,2013,Male,0,19701,0.0,0.0,18.723
28487,Coccidioidomycosis,Nevada,2001,Male,0,46207,0.0,0.0,7.983
57041,Hemolytic Uremic Syndrome,Monterey,2012,Female,0,204592,0.0,0.0,1.8030000000000002
103604,Rubella,Yolo,2011,Female,0,103783,0.0,0.0,3.554
9950,"Botulism, Foodborne",Yuba,2013,Female,0,36296,0.0,0.0,10.163
18134,Campylobacteriosis,Lake,2005,Male,0,31398,0.0,0.0,11.748
113102,Spotted Fever Rickettsiosis,Kern,2012,Male,0,444012,0.0,0.0,0.831
4534,Anaplasmosis and Ehrlichiosis,Solano,2011,Male,0,206673,0.0,0.0,1.785
62309,HIV,Mono,2009,Male,1,7551,13.243,0.335,73.764
15121,Brucellosis,Butte,2003,Male,0,103625,0.0,0.0,3.56
122251,Toxic Shock Syndrome (Non-Streptococcal),Monterey,2001,Male,1,209953,0.47600000000000003,0.012,2.654
63683,Influenza Death (<65 years of age),California,2011,Female,41,18881056,0.217,0.156,0.295
37705,Dengue,Madera,2006,Female,0,74530,0.0,0.0,4.949
126704,Tuberculosis,Kern,2001,Male,45,349424,12.878,9.394,17.232
27424,Coccidioidomycosis,Amador,2012,Female,0,16489,0.0,0.0,22.369
82253,Measles,Calaveras,2002,Male,0,20983,0.0,0.0,17.579
118907,Tetanus,Calaveras,2012,Male,0,22455,0.0,0.0,16.427
137781,Vibrio Infection (non-Cholera),Mariposa,2002,Male,0,8900,0.0,0.0,41.43899999999999
66839,Invasive Meningococcal Disease,Sonoma,2008,Female,2,242159,0.826,0.1,2.983
53333,Gonorrhea,Yolo,2005,Male,33,91432,36.092,24.846,50.683
79885,Malaria,Colusa,2013,Female,0,10523,0.0,0.0,35.049
70076,Leprosy,Contra Costa,2012,Male,0,521520,0.0,0.0,0.7070000000000001
81762,Malaria,Sutter,2013,Male,0,48042,0.0,0.0,7.678
106851,Scombroid Fish Poisoning,Lassen,2012,Female,0,12115,0.0,0.0,30.444000000000003
64132,Influenza Death (<65 years of age),Modoc,2010,Female,0,4781,0.0,0.0,77.127
129122,Tularemia,Imperial,2012,Male,0,91745,0.0,0.0,4.021
39229,Dengue,Ventura,2009,Female,1,411541,0.243,0.006,1.354
114129,Spotted Fever Rickettsiosis,San Luis Obispo,2004,Male,0,132585,0.0,0.0,2.782
26721,Ciguatera Fish Poisoning,Shasta,2007,Female,0,89554,0.0,0.0,4.119
134466,Typhus Fever,Mariposa,2012,Male,0,9094,0.0,0.0,40.556
129530,Tularemia,Mendocino,2008,Male,0,43842,0.0,0.0,8.414
9036,"Botulism, Wound",San Francisco,2012,Female,0,404740,0.0,0.0,0.9109999999999999
16538,Brucellosis,San Diego,2013,Male,0,1599983,0.0,0.0,0.231
108692,Shiga Toxin Positive Feces (without culture confirmation),Contra Costa,2010,Female,2,539100,0.371,0.045,1.34
8594,"Botulism, Foodborne",Monterey,2004,Male,0,211722,0.0,0.0,1.742
114833,Spotted Fever Rickettsiosis,Ventura,2014,Male,0,419792,0.0,0.0,0.879
55517,Hantavirus Infection,Stanislaus,2009,Male,0,253256,0.0,0.0,1.4569999999999999
114875,Spotted Fever Rickettsiosis,Yolo,2014,Male,0,101047,0.0,0.0,3.6510000000000002
35424,Cysticercosis or Taeniasis,Merced,2010,Female,0,127004,0.0,0.0,2.904
86503,Paralytic Shellfish Poisoning,Modoc,2014,Female,0,4702,0.0,0.0,78.423
137274,Vibrio Infection (non-Cholera),Fresno,2001,Male,0,407831,0.0,0.0,0.905
90119,Pertussis,Tehama,2005,Female,0,30447,0.0,0.0,12.115
96588,Q Fever,Orange,2006,Female,0,1491355,0.0,0.0,0.247
79283,Lyme Disease,Sutter,2008,Male,0,46366,0.0,0.0,7.956
22848,Cholera,Glenn,2011,Male,0,14265,0.0,0.0,25.855999999999998
86236,Paralytic Shellfish Poisoning,Los Angeles,2009,Female,0,4969936,0.0,0.0,0.07400000000000001
6250,Babesiosis,Orange,2008,Male,0,1477630,0.0,0.0,0.25
66939,Invasive Meningococcal Disease,Sutter,2013,Male,0,48042,0.0,0.0,7.678
59000,Hepatitis A,Trinity,2014,Female,0,6530,0.0,0.0,56.475
103021,Rubella,Lassen,2012,Male,0,21604,0.0,0.0,17.074
100444,Relapsing Fever,Calaveras,2001,Male,0,20634,0.0,0.0,17.875999999999998
71386,Leprosy,San Joaquin,2007,Female,0,336128,0.0,0.0,1.097
115730,Staphylococcus aureus Infection (cases resulting in death or ICU),San Diego,2008,Female,4,1518655,0.263,0.07200000000000001,0.674
140644,Yersiniosis,Plumas,2001,Female,0,10343,0.0,0.0,35.659
16955,Brucellosis,Siskiyou,2012,Male,0,22592,0.0,0.0,16.327
87003,Paralytic Shellfish Poisoning,San Diego,2012,Female,0,1565261,0.0,0.0,0.23600000000000002
47172,Early Syphilis,Nevada,2005,Male,1,48333,2.069,0.052000000000000005,11.527000000000001
75075,Listeriosis,El Dorado,2007,Female,0,88622,0.0,0.0,4.162
52212,Gonorrhea,Placer,2003,Female,25,148411,16.845,10.902000000000001,24.866
83511,Measles,San Benito,2001,Male,0,27611,0.0,0.0,13.359000000000002
64851,Invasive Meningococcal Disease,Alpine,2008,Female,0,581,0.0,0.0,632.908
62023,HIV,Los Angeles,2011,Male,1821,4864351,37.436,35.736,39.195
38935,Dengue,Sonoma,2009,Female,1,243970,0.41,0.01,2.2840000000000003
77575,Lyme Disease,Fresno,2010,Male,1,465785,0.215,0.005,1.196
58259,Hemolytic Uremic Syndrome,Ventura,2011,Female,1,417598,0.239,0.006,1.334
69650,Legionellosis,Ventura,2010,Female,1,415220,0.24100000000000002,0.006,1.3419999999999999
81696,Malaria,Stanislaus,2005,Male,0,245811,0.0,0.0,1.501
27282,Coccidioidomycosis,California,2007,Female,1026,18373955,5.584,5.247999999999999,5.936
137591,Vibrio Infection (non-Cholera),Lake,2009,Female,0,32169,0.0,0.0,11.467
118822,Tetanus,Amador,2012,Male,0,19914,0.0,0.0,18.522000000000002
76186,Listeriosis,San Bernardino,2010,Male,3,1013224,0.29600000000000004,0.061,0.865
49031,Giardiasis,Inyo,2008,Female,1,9209,10.859000000000002,0.275,60.486999999999995
36239,Cysticercosis or Taeniasis,Santa Clara,2010,Male,0,896357,0.0,0.0,0.41200000000000003
69737,Legionellosis,Yuba,2011,Female,0,36059,0.0,0.0,10.23
24917,Ciguatera Fish Poisoning,Alpine,2009,Female,0,570,0.0,0.0,645.082
123145,Toxic Shock Syndrome (Non-Streptococcal),Solano,2004,Female,0,205205,0.0,0.0,1.798
34540,Cysticercosis or Taeniasis,Amador,2010,Male,0,20745,0.0,0.0,17.78
52587,Gonorrhea,San Luis Obispo,2002,Female,16,123484,12.957,7.406000000000001,21.041
130563,Tularemia,Solano,2003,Female,0,203877,0.0,0.0,1.8090000000000002
62200,HIV,Merced,2001,Female,4,108778,3.677,1.002,9.415
34904,Cysticercosis or Taeniasis,Humboldt,2005,Male,0,65594,0.0,0.0,5.624
12437,"Botulism, Other",Yolo,2011,Male,0,98833,0.0,0.0,3.7319999999999998
2176,Amebiasis,Sutter,2012,Female,0,48595,0.0,0.0,7.591
94797,Psittacosis,Sierra,2002,Male,0,1805,0.0,0.0,204.16099999999997
69648,Legionellosis,Ventura,2009,Male,3,407005,0.737,0.152,2.154
14912,"Botulism, Wound",Yuba,2004,Female,0,32422,0.0,0.0,11.377
97299,Q Fever,Siskiyou,2005,Female,0,22711,0.0,0.0,16.241
109926,Shiga Toxin Positive Feces (without culture confirmation),Yuba,2009,Male,0,36173,0.0,0.0,10.197000000000001
56367,Hemolytic Uremic Syndrome,Glenn,2012,Female,0,14136,0.0,0.0,26.092
2536,Anaplasmosis and Ehrlichiosis,Alameda,2006,Female,0,746698,0.0,0.0,0.494
107140,Scombroid Fish Poisoning,Mono,2006,Female,0,6524,0.0,0.0,56.527
31339,Cryptosporidiosis,Amador,2008,Male,0,20701,0.0,0.0,17.817999999999998
112225,Shigellosis,Trinity,2014,Male,0,6869,0.0,0.0,53.68899999999999
15426,Brucellosis,Glenn,2007,Female,0,13871,0.0,0.0,26.590999999999998
26722,Ciguatera Fish Poisoning,Shasta,2007,Male,0,86295,0.0,0.0,4.275
25030,Ciguatera Fish Poisoning,Calaveras,2004,Male,0,21909,0.0,0.0,16.836
86423,Paralytic Shellfish Poisoning,Merced,2001,Male,0,108541,0.0,0.0,3.3989999999999996
112065,Tetanus,Yolo,2011,Male,0,98833,0.0,0.0,3.7319999999999998
866,Amebiasis,Madera,2009,Male,0,72263,0.0,0.0,5.105
61894,HIV,Kings,2010,Male,13,86475,15.033,8.005,25.706
81392,Malaria,Santa Clara,2001,Male,12,856439,1.401,0.7240000000000001,2.448
84432,Measles,Ventura,2014,Male,0,419792,0.0,0.0,0.879
4602,Anaplasmosis and Ehrlichiosis,Stanislaus,2006,Female,0,254877,0.0,0.0,1.4469999999999998
65263,Invasive Meningococcal Disease,Glenn,2014,Male,0,14508,0.0,0.0,25.423000000000002
113498,Spotted Fever Rickettsiosis,Modoc,2004,Male,0,4862,0.0,0.0,75.843
118504,Streptococcal Infection (cases in food and dairy workers),Tuolumne,2002,Male,0,29505,0.0,0.0,12.502
13340,"Botulism, Wound",Madera,2004,Male,0,65595,0.0,0.0,5.624
121417,Toxic Shock Syndrome (Non-Streptococcal),Contra Costa,2001,Male,2,473054,0.423,0.051,1.527
46534,Early Syphilis,Inyo,2002,Male,0,9088,0.0,0.0,40.582
31053,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Trinity,2007,Female,0,6689,0.0,0.0,55.133
136620,Varicella Hospitalizations,San Mateo,2014,Female,0,380349,0.0,0.0,0.97
113946,Spotted Fever Rickettsiosis,San Benito,2013,Male,0,28512,0.0,0.0,12.937000000000001
15391,Brucellosis,Fresno,2009,Male,0,461948,0.0,0.0,0.799
85341,Mumps,Tulare,2014,Male,0,230084,0.0,0.0,1.6030000000000002
81026,Malaria,Sacramento,2007,Female,3,708444,0.423,0.087,1.238
16285,Brucellosis,Placer,2013,Female,0,186575,0.0,0.0,1.9769999999999999
54079,Hantavirus Infection,Kings,2001,Male,0,75993,0.0,0.0,4.854
11646,"Botulism, Other",San Joaquin,2012,Female,0,350020,0.0,0.0,1.054
66537,Invasive Meningococcal Disease,Santa Barbara,2005,Female,3,205279,1.4609999999999999,0.301,4.271
98182,"Rabies, human",El Dorado,2011,Female,0,90341,0.0,0.0,4.083
134790,Typhus Fever,Orange,2008,Male,3,1477630,0.203,0.042,0.593
21529,Chlamydia,San Joaquin,2006,Female,2304,331622,694.768,666.7769999999999,723.623
127387,Tuberculosis,Placer,2005,Female,2,159647,1.253,0.152,4.525
80173,Malaria,Imperial,2014,Female,0,88072,0.0,0.0,4.188
86231,Paralytic Shellfish Poisoning,Los Angeles,2007,Male,0,4820448,0.0,0.0,0.077
139593,Yersiniosis,Colusa,2010,Female,0,10435,0.0,0.0,35.345
132055,"Typhoid Fever, case",Merced,2011,Male,0,130544,0.0,0.0,2.826
87338,Paralytic Shellfish Poisoning,Sierra,2001,Male,0,1815,0.0,0.0,203.03799999999998
63486,HIV,Tulare,2007,Male,12,211983,5.6610000000000005,2.925,9.888
18619,Campylobacteriosis,Napa,2012,Female,26,68652,37.872,24.741,55.486999999999995
37454,Dengue,Imperial,2009,Female,0,84166,0.0,0.0,4.383
46168,Early Syphilis,Calaveras,2006,Male,0,22623,0.0,0.0,16.305
103368,Rubella,San Mateo,2013,Female,0,377244,0.0,0.0,0.978
66380,Invasive Meningococcal Disease,San Francisco,2009,Female,1,394990,0.253,0.006,1.411
24491,Cholera,Sutter,2007,Female,0,46629,0.0,0.0,7.9110000000000005
105250,Salmonellosis,San Joaquin,2006,Female,52,331622,15.681,11.710999999999999,20.561999999999998
97896,"Rabies, human",Alpine,2008,Female,0,581,0.0,0.0,632.908
112729,Spotted Fever Rickettsiosis,Colusa,2014,Female,0,10489,0.0,0.0,35.163000000000004
75607,Listeriosis,Mariposa,2012,Male,0,9094,0.0,0.0,40.556
2461,Amebiasis,Yuba,2009,Female,0,35623,0.0,0.0,10.355
33730,Cyclosporiasis,Butte,2012,Male,0,109565,0.0,0.0,3.367
66999,Invasive Meningococcal Disease,Trinity,2005,Female,0,6697,0.0,0.0,55.067
41204,Diphtheria,Santa Cruz,2007,Male,0,128554,0.0,0.0,2.8689999999999998
53675,Hantavirus Infection,Colusa,2007,Female,0,10337,0.0,0.0,35.68
130455,Tularemia,Shasta,2009,Female,0,89964,0.0,0.0,4.1
65274,Invasive Meningococcal Disease,Humboldt,2004,Female,4,65925,6.067,1.653,15.534
58212,Hemolytic Uremic Syndrome,Tuolumne,2009,Male,0,29273,0.0,0.0,12.600999999999999
35491,Cysticercosis or Taeniasis,Mono,2004,Female,0,6322,0.0,0.0,58.333
119133,Tetanus,Fresno,2010,Male,0,465785,0.0,0.0,0.792
18966,Campylobacteriosis,San Diego,2001,Male,275,1441983,19.070999999999998,16.884,21.463
132979,"Typhoid Fever, case",Sierra,2011,Male,0,1591,0.0,0.0,231.59099999999998
35170,Cysticercosis or Taeniasis,Lassen,2010,Female,0,12629,0.0,0.0,29.205
81434,Malaria,Santa Cruz,2001,Male,0,127756,0.0,0.0,2.887
92591,"Plague, human",Sutter,2003,Male,0,41653,0.0,0.0,8.856
7492,"Botulism, Foodborne",Alameda,2001,Female,0,746829,0.0,0.0,0.494
18375,Campylobacteriosis,Mendocino,2001,Female,5,43658,11.453,3.719,26.725
112287,Shigellosis,Tuolumne,2007,Female,0,26456,0.0,0.0,13.942
84626,Mumps,Contra Costa,2011,Female,2,543641,0.368,0.045,1.329
95920,Q Fever,Inyo,2007,Female,0,9261,0.0,0.0,39.824
95670,Q Fever,Del Norte,2004,Female,0,12587,0.0,0.0,29.303
123277,Toxic Shock Syndrome (Non-Streptococcal),Sutter,2005,Male,0,43650,0.0,0.0,8.451
131388,"Typhoid Fever, case",Del Norte,2012,Female,0,12644,0.0,0.0,29.171
33210,Cryptosporidiosis,Siskiyou,2014,Female,0,22697,0.0,0.0,16.250999999999998
121018,Tetanus,Ventura,2002,Female,0,391526,0.0,0.0,0.9420000000000001
55610,Hantavirus Infection,Tehama,2012,Male,0,31887,0.0,0.0,11.568
117918,Streptococcal Infection (cases in food and dairy workers),San Mateo,2004,Female,0,356547,0.0,0.0,1.035
47574,Early Syphilis,San Francisco,2013,Female,22,409265,5.375,3.3689999999999998,8.138
29792,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Alameda,2012,Male,0,755231,0.0,0.0,0.488
79670,Malaria,Alameda,2011,Male,9,748844,1.202,0.55,2.281
105922,Salmonellosis,Tuolumne,2005,Male,0,29835,0.0,0.0,12.364
106963,Scombroid Fish Poisoning,Marin,2007,Male,0,122743,0.0,0.0,3.005
138668,Vibrio Infection (non-Cholera),Santa Clara,2004,Female,3,840509,0.35700000000000004,0.07400000000000001,1.043
21901,Chlamydia,Solano,2004,Female,1126,205205,548.719,517.214,581.634
69797,Leprosy,Alameda,2003,Female,1,747676,0.134,0.003,0.745
14241,"Botulism, Wound",Santa Barbara,2004,Male,0,206080,0.0,0.0,1.79
89469,Pertussis,San Bernardino,2013,Female,24,1041988,2.303,1.476,3.427
11994,"Botulism, Other",Solano,2002,Female,0,202735,0.0,0.0,1.82
69795,Leprosy,Alameda,2002,Male,1,720721,0.139,0.004,0.773
97831,"Rabies, human",California,2014,Male,0,19154588,0.0,0.0,0.019
114733,Spotted Fever Rickettsiosis,Tulare,2009,Female,0,218918,0.0,0.0,1.685
5358,Babesiosis,El Dorado,2005,Male,0,86534,0.0,0.0,4.263
105670,Salmonellosis,Sonoma,2005,Male,17,230875,7.3629999999999995,4.289,11.789000000000001
75330,Listeriosis,Kings,2004,Female,0,60889,0.0,0.0,6.058
